item_id,family,task,introduced_version,current_state,default_safe,commercial_safe,license_status,source,evidence_artifact,artifact_exists,has_registry,has_vsx_api,has_cli,has_explain,has_test,has_tutorial,tutorial_executed,has_docs,fresh_install_verified,product_grade_status,missing_work,exact_next_command
dinov2-vitl14,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-large_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-vitl14 image.jpg --out embedding.npy
dinov2-vitg14,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-giant_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-vitg14 image.jpg --out embedding.npy
dinov2-small,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-small_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-small image.jpg --out embedding.npy
dinov2-base,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-base_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-base image.jpg --out embedding.npy
dinov2-large,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-large_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-large image.jpg --out embedding.npy
dinov2-giant,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dinov2-giant_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dinov2-giant image.jpg --out embedding.npy
dino-vits8,dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/dino_vits8_embed.npy,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino embed dino-vits8 image.jpg --out embedding.npy
grounding-dino-tiny,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-tiny.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-tiny image.jpg --text 'a person. a car.' --out boxes.json
grounding-dino-swin-t,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-tiny.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-swin-t image.jpg --text 'a person. a car.' --out boxes.json
grounding-dino-swin-b,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-base.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-swin-b image.jpg --text 'a person. a car.' --out boxes.json
grounding-dino-base,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-base.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-base image.jpg --text 'a person. a car.' --out boxes.json
grounding-dino-original-swin-t,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-tiny.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-original-swin-t image.jpg --text 'a person. a car.' --out boxes.json
grounding-dino-original-swin-b,grounding-dino,embed_or_detect,v3.1-3.7,benchmark_passed,True,True,Apache-2.0,facebook/IDEA-Research,notebook/99_final_report/artifacts/v37/gdino_grounding-dino-base.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex dino detect grounding-dino-original-swin-b image.jpg --text 'a person. a car.' --out boxes.json
dinov3-vits16,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-vits16  # gated DINOv3 custom license
dinov3-vitb16,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-vitb16  # gated DINOv3 custom license
dinov3-vitl16,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-vitl16  # gated DINOv3 custom license
dinov3-vit7b16,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-vit7b16  # gated DINOv3 custom license
dinov3-convnext-tiny,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-convnext-tiny  # gated DINOv3 custom license
dinov3-convnext-small,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-convnext-small  # gated DINOv3 custom license
dinov3-convnext-base,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-convnext-base  # gated DINOv3 custom license
dinov3-convnext-large,dino,embed_or_detect,v3.1-3.7,auth_required,False,False,"DINOv3 License (Meta custom, gated)",facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,auth_required,gated HF; NOT Apache; attribution+acceptable-use+no-compete-training,export HF_TOKEN=... && visionservex dino status dinov3-convnext-large  # gated DINOv3 custom license
grounding-dino-1.5,grounding-dino,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api grounding-dino-1.5 image.jpg --text '...'
grounding-dino-1.6,grounding-dino,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api grounding-dino-1.6 image.jpg --text '...'
grounding-dino-1.5-pro,grounding-dino,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api grounding-dino-1.5-pro image.jpg --text '...'
grounding-dino-1.6-pro,grounding-dino,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api grounding-dino-1.6-pro image.jpg --text '...'
dino-x-api,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-api image.jpg --text '...'
dino-x-detection,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-detection image.jpg --text '...'
dino-x-segmentation,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-segmentation image.jpg --text '...'
dino-x-phrase-grounding,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-phrase-grounding image.jpg --text '...'
dino-x-counting,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-counting image.jpg --text '...'
dino-x-region-captioning,dino-x,embed_or_detect,v3.1-3.7,external_api_only,False,False,proprietary API (Apache SDK only),facebook/IDEA-Research,,False,True,True,True,True,True,True,False,True,False,external_api_only,cloud-only; no released weights; DINOX_API_KEY / DeepDataSpace ToS,export DINOX_API_KEY=... && visionservex dino api dino-x-region-captioning image.jpg --text '...'
clip-vit-base-patch32,clip,image_embedding,v3.7,benchmark_passed,True,True,Apache-2.0,openai/clip-vit-base-patch32,notebook/99_final_report/artifacts/v37/clip_vit_b32_embed.npy,True,True,True,False,True,True,True,False,True,False,product_grade_pass,,visionservex feature embed clip-vit-base-patch32 image.jpg
owlvit-base-patch32,owlvit,open_vocab_detect,v3.7,benchmark_passed,True,True,Apache-2.0,google/owlvit-base-patch32,notebook/99_final_report/artifacts/v37/owlvit_b32_detect.json,True,True,True,False,True,True,True,False,True,False,product_grade_pass,,# run via transformers (google/owlvit-base-patch32)
owlv2-base-patch16,owlv2,open_vocab_detect,v3.7,benchmark_passed,True,True,Apache-2.0,google/owlv2-base-patch16-ensemble,notebook/99_final_report/artifacts/v37/owlv2_detect.json,True,True,True,False,True,True,True,False,True,False,product_grade_pass,,# run via transformers (google/owlv2-base-patch16-ensemble)
depth-anything-small-hf,LiheYoung/depth-anything-small-hf,depth,v3.7,benchmark_passed,True,True,Apache-2.0,LiheYoung,notebook/99_final_report/artifacts/v37/depth_anything_small.npy,True,True,True,False,True,True,True,False,True,False,product_grade_pass,,# run via transformers (LiheYoung)
rfdetr-seg-nano,rf-detr,instance_segmentation,v3.7,benchmark_passed,True,True,Apache-2.0,roboflow/rf-detr,notebook/99_final_report/artifacts/v37/rfdetr_seg_nano.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex segment-instances image.jpg --model rfdetr-seg-nano --out out/
rfdetr-seg-small,rf-detr,instance_segmentation,v3.7,benchmark_passed,True,True,Apache-2.0,roboflow/rf-detr,notebook/99_final_report/artifacts/v37/rfdetr_seg_small.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex segment-instances image.jpg --model rfdetr-seg-small --out out/
rfdetr-seg-medium,rf-detr,instance_segmentation,v3.7,benchmark_passed,True,True,Apache-2.0,roboflow/rf-detr,notebook/99_final_report/artifacts/v37/rfdetr_seg_medium.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex segment-instances image.jpg --model rfdetr-seg-medium --out out/
rfdetr-seg-large,rf-detr,instance_segmentation,v3.7,benchmark_passed,True,True,Apache-2.0,roboflow/rf-detr,notebook/99_final_report/artifacts/v37/rfdetr_seg_large.json,True,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex segment-instances image.jpg --model rfdetr-seg-large --out out/
rfdetr-seg-xl,rf-detr,instance_segmentation,v3.7,checkpoint_required,False,False,Apache-2.0,roboflow/rf-detr,,False,True,True,True,True,True,True,False,True,False,checkpoint_required,heavy variant; Apache seg checkpoint auto-downloads (not PML),visionservex segment-instances image.jpg --model rfdetr-seg-xl --out out/
rfdetr-seg-2xl,rf-detr,instance_segmentation,v3.7,checkpoint_required,False,False,Apache-2.0,roboflow/rf-detr,,False,True,True,True,True,True,True,False,True,False,checkpoint_required,heavy variant; Apache seg checkpoint auto-downloads (not PML),visionservex segment-instances image.jpg --model rfdetr-seg-2xl --out out/
ritm,interactive-seg,interactive_segmentation,v3.7,checkpoint_required,False,True,MIT,https://github.com/SamsungLabs/ritm_interactive_segmentation,,False,True,True,True,True,True,True,False,True,False,product_grade_candidate,"Low: MIT code; trained on SBD (PASCAL VOC, CC-BY-SA) and COCO+LVIS (annotations CC-BY-4.0, images per Flickr ToS). No non-commercial backbone or dataset blocker.",git clone https://github.com/SamsungLabs/ritm_interactive_segmentation && cd ritm_interactive_segmentation && pip install -r requirements.txt
clickseg,interactive-seg,interactive_segmentation,v3.7,legal_review_required,False,False,MIT,https://github.com/alibaba/ClickSEG,,False,True,True,True,True,True,True,False,True,False,legal_review_required,"MEDIUM-HIGH: MIT code, but bundled FocalClick variant uses NVIDIA SegFormer backbone (NVIDIA Source Code License, non-commercial). CDNet/HRNet variant is the permissive path. Trained on COCO+LVIS + extended 8-dataset.",git clone https://github.com/alibaba/ClickSEG && cd ClickSEG && pip install -r requirements.txt
simpleclick,interactive-seg,interactive_segmentation,v3.7,legal_review_required,False,False,MIT,https://github.com/uncbiag/SimpleClick,,False,True,True,True,True,True,True,False,True,False,legal_review_required,"HIGH: MIT code, but all backbones use Meta MAE ImageNet-1k pretraining (CC-BY-NC 4.0). Released weights are effectively encumbered by the non-commercial backbone. Remediation = retrain on a permissive backbone.",git clone https://github.com/uncbiag/SimpleClick && cd SimpleClick && pip install -r requirements.txt
focalclick,interactive-seg,interactive_segmentation,v3.7,legal_review_required,False,False,MIT,https://github.com/yzluka/FocalClick,,False,True,True,True,True,True,True,False,True,False,legal_review_required,"HIGH: MIT code, but SegFormer backbone is NVIDIA Source Code License (non-commercial, 'research or evaluation only'). Trained on COCO+LVIS + extended datasets.",git clone https://github.com/yzluka/FocalClick && cd FocalClick && pip install -r requirements.txt
grabcut,interactive-seg,interactive_segmentation,v3.1,tool_available,True,True,OpenCV Apache-2.0,opencv,,False,True,True,True,True,True,True,False,True,False,product_grade_pass,,visionservex interactive run grabcut image.jpg --positive-points pos.json --out out/
edgesam,efficient-sam,segmentation_or_grounding,v3.6-3.7,excluded_restricted,False,False,NTU S-Lab License 1.0 (NC),chongzhou96/EdgeSAM,,False,True,True,False,True,True,True,False,True,False,excluded_restricted,excluded from commercial-safe core,# edgesam: NTU S-Lab License 1.0 (NC) — enterprise/negotiated license required
fastsam-s,fastsam,segmentation_or_grounding,v3.6-3.7,legal_review_required,False,False,ultralytics AGPL-3.0 coupling,CASIA-LMC-Lab/FastSAM,,False,True,True,False,True,True,True,False,True,False,legal_review_required,excluded from commercial-safe core,# fastsam-s: ultralytics AGPL-3.0 coupling — enterprise/negotiated license required
fastsam-x,fastsam,segmentation_or_grounding,v3.6-3.7,legal_review_required,False,False,ultralytics AGPL-3.0 coupling,CASIA-LMC-Lab/FastSAM,,False,True,True,False,True,True,True,False,True,False,legal_review_required,excluded from commercial-safe core,# fastsam-x: ultralytics AGPL-3.0 coupling — enterprise/negotiated license required
yolov8-seg,ultralytics,segmentation_or_grounding,v3.6-3.7,excluded_restricted,False,False,AGPL-3.0,ultralytics/ultralytics,,False,True,True,False,True,True,True,False,True,False,excluded_restricted,excluded from commercial-safe core,# yolov8-seg: AGPL-3.0 — enterprise/negotiated license required
yolo11-seg,ultralytics,segmentation_or_grounding,v3.6-3.7,excluded_restricted,False,False,AGPL-3.0,ultralytics/ultralytics,,False,True,True,False,True,True,True,False,True,False,excluded_restricted,excluded from commercial-safe core,# yolo11-seg: AGPL-3.0 — enterprise/negotiated license required
locateanything-3b,vlm-grounding,segmentation_or_grounding,v3.6-3.7,excluded_restricted,False,False,NVIDIA License (non-commercial),nvidia/LocateAnything-3B,,False,True,True,True,True,True,True,False,True,False,excluded_restricted,excluded from commercial-safe core,# locateanything-3b: NVIDIA License (non-commercial) — enterprise/negotiated license required
